date,maxT,minT,weather,wind
2013-06-16,23,18,多云/小雨,东南风4-5级/东南风4-5级
2013-06-17,21,18,小到中雨/阴,东风4-5级/东风4-5级
2013-06-18,23,19,多云/晴,南风4-5级/西北风4-5级
2013-06-19,28,20,晴/晴,北风4-5级/西北风4-5级
2013-06-20,29,21,晴/多云,西北风4-5级/西北风4-5级
2013-06-21,29,22,多云/晴,西北风4-5级/西北风4-5级
2013-06-22,29,20,多云/小雨,西北风4-5级/西南风4-5级
2013-06-23,25,18,多云/阴,南风4-5级/南风4-5级
2013-06-24,25,19,雾/多云,南风4-5级/东南风4-5级
2013-06-25,24,19,雷阵雨/雷阵雨,东南风4-5级/东南风5-6级
2013-06-26,25,19,多云/雷阵雨,南风4-5级/南风4-5级
2013-06-27,26,20,雷阵雨/多云,南风4-5级/南风4-5级
2013-06-28,26,20,多云/多云,东南风4-5级/南风4-5级
2013-06-29,26,20,阵雨/多云,南风4-5级/东南风4-5级
2013-06-30,26,21,晴/晴,南风5-6级/南风4-5级
2013-05-01,19,10,晴/晴,西北风4-5级/西北风4-5级
2013-05-02,19,11,多云/多云,西北风4-5级/西北风4-5级
2013-05-03,21,13,多云/晴,西北风4-5级/西北风4-5级
2013-05-04,20,12,晴/晴,西风4-5级/西南风4-5级
2013-05-05,22,12,晴/晴,西南风4-5级/西南风4-5级
2013-05-06,24,15,晴/晴,西南风4-5级/西南风4-5级
2013-05-07,24,12,晴/晴,南风4-5级/东南风4-5级
2013-05-08,19,11,晴/多云,东南风4-5级/南风4-5级
2013-05-09,15,10,小雨/小雨,东南风5-6级/东南风5-6级
2013-05-10,21,13,多云/晴,西风5-6级/西风5-6级
2013-05-11,26,15,晴/晴,西南风5-6级/东北风4-5级
2013-05-12,22,13,晴/晴,东南风4-5级/东南风4-5级
2013-05-13,18,13,多云/小雨,东风4-5级/南风4-5级
2013-05-14,24,12,多云/晴,北风4-5级/北风5-6级
2013-05-15,23,13,晴/晴,北风5-6级/东北风4-5级
2013-05-16,20,14,晴/晴,东风4-5级/东南风4-5级
2013-05-17,19,13,多云/小雨,南风4-5级/东南风4-5级
2013-05-18,19,13,小雨/多云,东南风4-5级/东南风4-5级
2013-05-19,19,13,多云/多云,西南风4-5级/西北风4-5级
2013-05-20,23,14,晴/晴,西风5-6级/西南风5-6级
2013-05-21,24,14,晴/小雨,南风4-5级/东风4-5级
2013-05-22,20,14,多云/晴,东风4-5级/东南风4-5级
2013-05-23,24,14,晴/多云,南风4-5级/南风4-5级
2013-05-24,22,16,多云/阵雨,东北风4-5级/东南风4-5级
2013-05-25,20,16,多云/多云,东南风4-5级/东南风4-5级
2013-05-26,20,13,多云/大到暴雨,东南风5-6级/东南风5-6级
2013-05-27,17,14,大到暴雨/多云,东风6-7级/东风5-6级
2013-05-28,21,14,多云/小雨,东风4-5级/西南风4-5级
2013-05-29,26,16,多云/晴,西北风5-6级/西风5-6级
2013-05-30,26,17,晴/晴,西风5-6级/西南风5-6级
2013-05-31,25,15,晴/多云,南风5-6级/南风4-5级
2013-04-01,5,1,小到中雨/多云,南风5-6级/北风5-6级
2013-04-02,9,4,晴/晴,北风4-5级/西南风4-5级
2013-04-03,12,4,晴/晴,西南风4-5级/东北风4-5级
2013-04-04,9,3,晴/多云,东风4-5级/东风4-5级
2013-04-05,9,1,小到中雨/小雨,东风5-6级/北风6-7级
2013-04-06,7,1,多云/晴,北风6-7级/西北风5-6级
2013-04-07,8,3,晴/多云,西北风4-5级/南风4-5级
2013-04-08,10,2,阴/多云,西风5-6级/西风5-6级
2013-04-09,8,2,晴/晴,西风5-6级/西北风4-5级
2013-04-10,9,2,晴/多云,西风4-5级/西北风4-5级
2013-04-11,10,4,晴/晴,西北风4-5级/西风4-5级
2013-04-12,11,3,晴/晴,西风4-5级/西风5-6级
2013-04-13,13,2,多云/多云,西南风5-6级/北风5-6级
2013-04-14,9,4,晴/多云,北风5-6级/东南风4-5级
2013-04-15,11,4,多云/多云,东南风4-5级/东风4-5级
2013-04-16,10,4,多云/晴,东北风5-6级/东北风4-5级
2013-04-17,12,4,多云/多云,东风4-5级/北风5-6级
2013-04-18,10,3,晴/晴,北风5-6级/北风4-5级
2013-04-19,9,4,多云/多云,西北风4-5级/西北风4-5级
2013-04-20,13,5,多云/晴,西北风4-5级/西北风4-5级
2013-04-21,15,6,晴/晴,西风4-5级/西南风5-6级
2013-04-22,15,6,晴/多云,南风5-6级/南风5-6级
2013-04-23,11,6,多云/多云,南风4-5级/西北风4-5级
2013-04-24,15,7,晴/多云,西风4-5级/西风4-5级
2013-04-25,16,9,晴/晴,西北风5-6级/西北风4-5级
2013-04-26,17,10,晴/小雨,西北风4-5级/东南风4-5级
2013-04-27,16,10,多云/晴,东南风4-5级/东南风4-5级
2013-04-28,14,7,小雨/小到中雨,东南风4-5级/东南风5-6级
2013-04-29,18,10,多云/晴,西北风5-6级/西北风5-6级
2013-04-30,19,10,晴/晴,西北风5-6级/西北风4-5级
2013-03-01,0,-6,晴/晴,北风6-7级/西北风5-6级
2013-03-02,1,-4,多云/多云,西北风5-6级/西南风4-5级
2013-03-03,6,-2,晴/晴,西风4-5级/西北风4-5级
2013-03-04,6,1,晴/晴,北风4-5级/西南风4-5级
2013-03-05,9,4,多云/多云,西南风5-6级/西南风4-5级
2013-03-06,8,1,多云/多云,东风4-5级/东风4-5级
2013-03-07,8,2,晴/多云,西北风4-5级/南风4-5级
2013-03-08,9,2,晴/晴,北风5-6级/南风5-6级
2013-03-09,11,-3,多云/浮尘,北风6-7级/北风7-8级
2013-03-10,3,0,晴/晴,北风5-6级/西南风4-5级
2013-03-11,6,0,晴/小雨,南风4-5级/西南风4-5级
2013-03-12,3,-4,小到中雨/小雪,南风4-5级/东北风6-7级
2013-03-13,-1,-4,晴/晴,北风6-7级/北风5-6级
2013-03-14,5,0,晴/晴,西北风4-5级/西南风4-5级
2013-03-15,8,2,晴/晴,西南风4-5级/西南风4-5级
2013-03-16,7,3,晴/多云,东北风4-5级/南风4-5级
2013-03-17,8,1,小雨/小雨,西南风4-5级/南风4-5级
2013-03-18,4,-1,阴/多云,北风5-6级/东南风4-5级
2013-03-19,3,-4,小雨/小雪,东风4-5级/东北风5-6级
2013-03-20,0,-3,多云/晴,北风5-6级/西南风4-5级
2013-03-21,6,-2,晴/多云,西南风5-6级/东北风5-6级
2013-03-22,2,-3,晴/晴,北风5-6级/东南风4-5级
2013-03-23,4,-3,雨夹雪/阴,东南风4-5级/北风4-5级
2013-03-24,1,-3,晴/晴,北风5-6级/北风5-6级
2013-03-25,5,0,晴/晴,西北风4-5级/西南风4-5级
2013-03-26,8,2,晴/多云,南风5-6级/西南风5-6级
2013-03-27,8,1,多云/晴,南风4-5级/东北风5-6级
2013-03-28,5,1,晴/晴,东北风5-6级/北风4-5级
2013-03-29,5,2,晴/雨夹雪,北风4-5级/东南风4-5级
2013-03-30,4,2,小雨/多云,东南风4-5级/西南风4-5级
2013-03-31,7,1,晴/小雨,南风4-5级/南风5-6级
2013-02-01,1,-8,多云/晴,北风5-6级/西北风5-6级
2013-02-02,-1,-4,晴/晴,西北风4-5级/南风4-5级
2013-02-03,2,-6,雨夹雪/小雪,南风5-6级/南风5-6级
2013-02-04,-3,-7,晴/多云,北风5-6级/北风4-5级
2013-02-05,-1,-8,小雪/小雪,南风4-5级/北风4-5级
2013-02-06,-4,-14,晴/晴,西北风5-6级/北风6-7级
2013-02-07,-10,-14,多云/晴,北风6-7级/北风5-6级
2013-02-08,-7,-9,晴/多云,北风4-5级/西风4-5级
2013-02-09,-1,-10,多云/多云,西南风4-5级/西北风4-5级
2013-02-10,-4,-10,晴/晴,北风5-6级/北风4-5级
2013-02-11,-3,-5,多云/中雪,南风4-5级/西南风4-5级
2013-02-12,-2,-5,小雪/晴,西北风4-5级/西北风4-5级
2013-02-13,3,-3,多云/多云,西南风4-5级/西南风4-5级
2013-02-14,0,-6,多云/多云,北风4-5级/东北风4-5级
2013-02-15,-3,-5,晴/晴,北风4-5级/南风4-5级
2013-02-16,3,-1,晴/雨夹雪,南风4-5级/南风5-6级
2013-02-17,3,-6,小雪/多云,南风5-6级/北风5-6级
2013-02-18,-3,-7,多云/晴,北风5-6级/北风4-5级
2013-02-19,-2,-7,晴/晴,西北风4-5级/北风4-5级
2013-02-20,0,-6,晴/晴,南风4-5级/北风4-5级
2013-02-21,1,-4,多云/多云,西南风4-5级/西南风4-5级
2013-02-22,-1,-4,晴/晴,西北风5-6级/西南风4-5级
2013-02-23,4,-3,晴/晴,西风4-5级/西北风4-5级
2013-02-24,3,-2,多云/雨夹雪,东南风4-5级/东风4-5级
2013-02-25,2,-1,多云/雨夹雪,东南风4-5级/东南风4-5级
2013-02-26,5,1,多云/晴,西南风4-5级/西北风4-5级
2013-02-27,7,0,晴/多云,西南风4-5级/南风5-6级
2013-02-28,4,-6,雨夹雪/阴,南风5-6级/北风6-7级
2013-01-01,-4,-13,小雪/多云,西北风4-5级/北风5-6级
2013-01-02,-9,-13,多云/晴,北风5-6级/西北风5-6级
2013-01-03,-5,-9,晴/晴,北风4-5级/西北风4-5级
2013-01-04,-2,-7,晴/小雪,西南风4-5级/西风4-5级
2013-01-05,-3,-8,晴/晴,西风4-5级/北风4-5级
2013-01-06,-2,-7,晴/多云,北风4-5级/西风4-5级
2013-01-07,-1,-10,小雪/多云,西风4-5级/北风5-6级
2013-01-08,-6,-11,多云/晴,北风5-6级/北风4-5级
2013-01-09,-6,-8,多云/晴,西北风4-5级/北风4-5级
2013-01-10,-1,-5,晴/多云,西南风4-5级/西南风4-5级
2013-01-11,1,-6,雨夹雪/雨夹雪,西南风5-6级/西北风4-5级
2013-01-12,1,-4,晴/晴,北风4-5级/东南风4-5级
2013-01-13,1,-5,晴/雾,东风4-5级/西风4-5级
2013-01-14,-2,-8,晴/晴,北风5-6级/东北风4-5级
2013-01-15,-4,-11,多云/多云,东北风4-5级/北风5-6级
2013-01-16,-7,-13,晴/晴,北风5-6级/北风5-6级
2013-01-17,-6,-9,晴/晴,北风5-6级/北风4-5级
2013-01-18,2,-6,晴/晴,西南风4-5级/西风4-5级
2013-01-19,-1,-4,晴/晴,东北风4-5级/东北风4-5级
2013-01-20,1,-5,多云/中到大雪,北风4-5级/东南风4-5级
2013-01-21,-3,-8,小到中雪/多云,东北风5-6级/北风5-6级
2013-01-22,-2,-7,晴/晴,北风5-6级/西北风4-5级
2013-01-23,1,-7,多云/多云,西南风4-5级/西风4-5级
2013-01-24,-5,-11,晴/晴,北风5-6级/西北风5-6级
2013-01-25,-4,-11,晴/晴,西北风4-5级/北风4-5级
2013-01-26,-5,-10,晴/晴,北风4-5级/东北风4-5级
2013-01-27,-4,-5,晴/晴,北风4-5级/西南风4-5级
2013-01-28,1,-3,多云/多云,北风4-5级/北风4-5级
2013-01-29,2,-2,多云/多云,东风4-5级/南风4-5级
2013-01-30,4,-1,多云/多云,南风4-5级/南风4-5级
2013-01-31,4,-4,小雨/小到中雨,南风5-6级/南风5-6级
2012-12-01,0,-6,小雪/晴,西北风6-7级/西北风5-6级
2012-12-02,5,-4,多云/大到暴雪,西南风5-6级/西南风5-6级
2012-12-03,0,-6,小雪/晴,西北风6-7级/西北风5-6级
2012-12-04,1,-7,晴/中雪,西南风4-5级/西南风4-5级
2012-12-05,-2,-10,小雪/小雪,西北风5-6级/西北风6-7级
2012-12-06,-1,-6,多云/小到中雪,南风4-5级/南风4-5级
2012-12-07,-5,-10,小雪/小雪,北风5-6级/北风5-6级
2012-12-08,-8,-9,小雪/小雪,北风5-6级/西北风5-6级
2012-12-09,-3,-7,晴/晴,西北风5-6级/西北风4-5级
2012-12-10,-3,-7,多云/多云,北风5-6级/北风4-5级
2012-12-11,-2,-7,晴/晴,北风4-5级/西北风4-5级
2012-12-12,1,-3,晴/晴,西北风4-5级/南风4-5级
2012-12-13,5,-1,晴/小雨,南风4-5级/东南风5-6级
2012-12-14,1,-2,小到中雪/多云,东北风5-6级/东北风5-6级
2012-12-15,3,-6,晴/多云,北风4-5级/北风5-6级
2012-12-16,-2,-7,晴/晴,北风4-5级/北风4-5级
2012-12-17,-3,-9,晴/晴,北风5-6级/北风5-6级
2012-12-18,-5,-9,晴/晴,北风5-6级/北风5-6级
2012-12-19,-2,-5,多云/多云,西北风4-5级/西北风4-5级
2012-12-20,1,-3,多云/小雪,东南风4-5级/南风4-5级
2012-12-21,1,-9,小雪/多云,北风4-5级/北风6-7级
2012-12-22,-8,-13,晴/晴,北风6-7级/北风6-7级
2012-12-23,-10,-12,晴/小雪,北风6-7级/北风5-6级
2012-12-24,-4,-12,小雪/多云,西风5-6级/北风5-6级
2012-12-25,-7,-13,晴/晴,北风5-6级/北风4-5级
2012-12-26,-3,-6,晴/多云,北风4-5级/西风4-5级
2012-12-27,0,-2,晴/晴,西南风4-5级/南风4-5级
2012-12-28,1,-6,小雪/中到大雪,西南风4-5级/西南风4-5级
2012-12-29,0,-10,小雪/多云,北风6-7级/北风6-7级
2012-12-30,-6,-10,晴/晴,北风6-7级/北风5-6级
2012-12-31,-3,-7,晴/多云,西风4-5级/西北风4-5级
2012-11-01,9,6,晴/晴,东风4-5级/东南风4-5级
2012-11-02,15,10,晴/晴,东南风4-5级/东南风4-5级
2012-11-03,15,8,多云/中雨,东南风4-5级/东南风5-6级
2012-11-04,10,5,中雨/中雨,南风5-6级/西南风5-6级
2012-11-05,8,2,雨夹雪/雨夹雪,北风5-6级/北风5-6级
2012-11-06,9,5,晴/晴,北风5-6级/北风4-5级
2012-11-07,12,4,晴/多云,西风4-5级/西北风4-5级
2012-11-08,11,6,晴/晴,北风4-5级/东北风4-5级
2012-11-09,11,7,晴/多云,东风4-5级/东南风4-5级
2012-11-10,11,3,小雨/中到大雨,东南风5-6级/东南风5-6级
2012-11-11,4,0,雨夹雪/多云,西北风6-7级/西北风6-7级
2012-11-12,6,0,多云/多云,西北风5-6级/西北风5-6级
2012-11-13,5,0,多云/多云,北风5-6级/西北风5-6级
2012-11-14,5,0,晴/晴,西北风5-6级/北风4-5级
2012-11-15,6,2,多云/小雨,北风4-5级/西风4-5级
2012-11-16,8,1,小雨/多云,西风4-5级/西北风4-5级
2012-11-17,7,1,晴/晴,北风4-5级/西北风4-5级
2012-11-18,9,0,晴/多云,西南风4-5级/西南风4-5级
2012-11-19,4,0,晴/晴,西北风5-6级/西北风4-5级
2012-11-20,8,3,晴/晴,西南风4-5级/西南风4-5级
2012-11-21,9,2,晴/多云,西南风4-5级/西北风4-5级
2012-11-22,5,-3,多云/多云,北风5-6级/北风5-6级
2012-11-23,2,-1,晴/晴,北风5-6级/西北风4-5级
2012-11-24,7,3,晴/多云,西风4-5级/西南风4-5级
2012-11-25,8,-1,雨夹雪/阴,西南风4-5级/西北风5-6级
2012-11-26,4,-2,晴/晴,西北风5-6级/北风4-5级
2012-11-27,8,-1,晴/多云,西南风5-6级/西南风5-6级
2012-11-28,3,-3,晴/晴,西北风6-7级/西北风4-5级
2012-11-29,5,-3,晴/晴,西北风4-5级/西北风4-5级
2012-11-30,0,-7,晴/晴,东北风5-6级/东北风4-5级
2012-10-01,21,14,晴/晴,西北风4-5级/西北风4-5级
2012-10-02,22,15,晴/晴,南风4-5级/西南风4-5级
2012-10-03,23,15,多云/多云,南风4-5级/北风4-5级
2012-10-04,22,15,晴/晴,北风4-5级/北风4-5级
2012-10-05,22,14,多云/多云,西风4-5级/西风4-5级
2012-10-06,22,14,晴/晴,北风4-5级/北风4-5级
2012-10-07,22,15,晴/晴,北风4-5级/南风4-5级
2012-10-08,22,15,晴/多云,南风4-5级/南风4-5级
2012-10-09,20,11,阵雨/阵雨,南风4-5级/北风5-6级
2012-10-10,17,11,晴/晴,北风5-6级/西风4-5级
2012-10-11,20,14,晴/晴,西南风4-5级/西南风4-5级
2012-10-12,21,15,晴/晴,西南风4-5级/西南风4-5级
2012-10-13,19,12,晴/晴,西南风4-5级/西北风4-5级
2012-10-14,17,12,晴/晴,西北风4-5级/东北风4-5级
2012-10-15,17,12,晴/多云,东南风4-5级/南风4-5级
2012-10-16,18,8,阵雨/阵雨,南风4-5级/西北风5-6级
2012-10-17,14,9,晴/晴,西北风5-6级/西北风4-5级
2012-10-18,17,11,晴/晴,西风4-5级/西南风4-5级
2012-10-19,19,13,晴/晴,西南风4-5级/西风4-5级
2012-10-20,19,10,晴/晴,东北风4-5级/东北风4-5级
2012-10-21,16,9,多云/中雨,东南风4-5级/西北风5-6级
2012-10-22,12,7,多云/晴,北风5-6级/北风5-6级
2012-10-23,18,11,晴/晴,西风4-5级/西南风4-5级
2012-10-24,19,12,晴/晴,西南风4-5级/西南风4-5级
2012-10-25,18,13,晴/晴,东风4-5级/南风4-5级
2012-10-26,18,11,多云/大到暴雨,东南风4-5级/东南风4-5级
2012-10-27,17,7,小雨/晴,西北风5-6级/北风5-6级
2012-10-28,12,4,晴/晴,北风5-6级/北风4-5级
2012-10-29,10,2,小雨/阴,北风5-6级/北风5-6级
2012-10-30,8,2,晴/小雨,北风5-6级/西风4-5级
2012-10-31,8,2,雨夹雪/晴,北风5-6级/北风4-5级
2012-09-01,29,22,晴/晴,南风4-5级/南风4-5级
2012-09-02,27,20,多云/阵雨,南风4-5级/南风4-5级
2012-09-03,23,17,阵雨/阵雨,西北风4-5级/北风4-5级
2012-09-04,24,16,多云/晴,西北风4-5级/西北风4-5级
2012-09-05,26,18,晴/晴,西南风4-5级/西南风4-5级
2012-09-06,26,19,晴/阵雨,西南风4-5级/南风4-5级
2012-09-07,23,19,小雨/阴,东南风4-5级/东风4-5级
2012-09-08,24,19,多云/晴,西北风4-5级/北风3-4级
2012-09-09,26,20,晴/晴,北风3-4级/北风3-4级
2012-09-10,26,20,晴/晴,南风4-5级/南风4-5级
2012-09-11,24,19,多云/阵雨,东南风4-5级/南风4-5级
2012-09-12,23,17,雷阵雨/阴,北风4-5级/北风4-5级
2012-09-13,23,16,多云/晴,北风4-5级/北风4-5级
2012-09-14,24,16,晴/晴,西北风4-5级/北风4-5级
2012-09-15,24,16,晴/晴,北风4-5级/东北风4-5级
2012-09-16,24,16,晴/晴,东北风4-5级/北风5-6级
2012-09-17,25,17,晴/晴,北风6-7级/北风6-7级
2012-09-18,25,17,晴/多云,西北风5-6级/西北风4-5级
2012-09-19,25,18,晴/晴,西北风4-5级/北风≤3级
2012-09-20,25,17,晴/晴,西南风4-5级/南风4-5级
2012-09-21,25,18,雾/阵雨,南风4-5级/南风4-5级
2012-09-22,23,17,阵雨/阵雨,南风4-5级/南风4-5级
2012-09-23,24,17,晴/晴,北风4-5级/东北风4-5级
2012-09-24,24,18,晴/晴,东北风4-5级/东北风4-5级
2012-09-25,23,17,多云/阵雨,东南风4-5级/南风4-5级
2012-09-26,23,17,阵雨/多云,南风4-5级/南风4-5级
2012-09-27,22,14,雷阵雨/阵雨,西南风4-5级/西风4-5级
2012-09-28,18,12,多云/多云,北风6-7级/北风6-7级
2012-09-29,18,13,多云/晴,北风5-6级/北风5-6级
2012-09-30,21,14,晴/晴,北风4-5级/北风4-5级
2012-08-01,27,22,多云/多云,东南风4-5级/东风4-5级
2012-08-02,27,23,多云/小雨,东风4-5级/东南风4-5级
2012-08-03,26,23,大雨/中到大雨,东南风5-6级/东南风5-6级
2012-08-04,27,23,阵雨/晴,南风5-6级/南风4-5级
2012-08-05,30,24,多云/多云,东北风4-5级/北风4-5级
2012-08-06,30,23,晴/多云,北风4-5级/东风4-5级
2012-08-07,29,23,多云/晴,东南风4-5级/南风3-4级
2012-08-08,29,23,晴/多云,南风3-4级/南风4-5级
2012-08-09,28,22,阵雨/多云,东风4-5级/东北风4-5级
2012-08-10,29,22,晴/晴,东南风4-5级/东风4-5级
2012-08-11,28,22,多云/阵雨,东南风4-5级/东风4-5级
2012-08-12,27,20,阵雨/多云,东北风4-5级/东北风5-6级
2012-08-13,29,21,晴/晴,东北风4-5级/东北风4-5级
2012-08-14,27,20,多云/阵雨,北风4-5级/南风4-5级
2012-08-15,26,19,多云/晴,北风4-5级/北风4-5级
2012-08-16,28,20,晴/晴,东南风4-5级/南风4-5级
2012-08-17,28,20,多云/阵雨,南风4-5级/西南风4-5级
2012-08-18,26,21,阵雨/大到暴雨,南风4-5级/南风4-5级
2012-08-19,26,20,阵雨/多云,东北风4-5级/东北风4-5级
2012-08-20,28,20,晴/多云,西南风4-5级/西南风4-5级
2012-08-21,25,18,阵雨/多云,东北风4-5级/东北风4-5级
2012-08-22,26,18,晴/晴,东北风4-5级/北风4-5级
2012-08-23,26,16,晴/晴,北风4-5级/东南风4-5级
2012-08-24,26,17,多云/多云,东南风4-5级/北风4-5级
2012-08-25,26,20,多云/多云,东北风4-5级/南风4-5级
2012-08-26,26,21,多云/多云,东南风4-5级/东南风4-5级
2012-08-27,26,21,多云/阵雨,东风4-5级/东北风5-6级
2012-08-28,26,20,大到暴雨/中到大雨,东北风8-9级/西北风7-8级
2012-08-29,28,21,晴/晴,西南风4-5级/西南风4-5级
2012-08-30,29,22,晴/晴,东风4-5级/西风4-5级
2012-08-31,29,22,晴/晴,西南风4-5级/南风4-5级
2012-07-01,28,19,晴/阵雨,西南风4-5级/南风4-5级
2012-07-02,27,20,雷阵雨/多云,南风4-5级/南风4-5级
2012-07-03,27,20,多云/多云,南风4-5级/东南风4-5级
2012-07-04,27,21,多云/阵雨,东南风4-5级/东南风4-5级
2012-07-05,25,20,雷阵雨/阵雨,东风4-5级/东南风4-5级
2012-07-06,28,20,晴/晴,西北风4-5级/西北风4-5级
2012-07-07,28,21,晴/晴,西风4-5级/南风4-5级
2012-07-08,26,21,多云/多云,南风4-5级/东南风4-5级
2012-07-09,24,20,阵雨/阵雨,东南风4-5级/东南风4-5级
2012-07-10,23,19,大到暴雨/中到大雨,东南风5-6级/西北风5-6级
2012-07-11,25,19,阵雨/阵雨,西北风4-5级/东风4-5级
2012-07-12,26,20,阵雨/多云,东风4-5级/东北风4-5级
2012-07-13,28,20,多云/多云,东北风4-5级/东北风4-5级
2012-07-14,28,20,多云/阵雨,东北风4-5级/东北风4-5级
2012-07-15,26,21,多云/晴,东北风4-5级/东北风4-5级
2012-07-16,28,20,晴/多云,北风4-5级/东南风4-5级
2012-07-17,26,20,多云/小雨,南风4-5级/东南风4-5级
2012-07-18,24,21,小雨/小雨,东风4-5级/东北风4-5级
2012-07-19,27,22,多云/晴,西南风4-5级/西南风4-5级
2012-07-20,28,21,晴/多云,南风4-5级/南风4-5级
2012-07-21,27,23,多云/多云,南风4-5级/东南风4-5级
2012-07-22,25,22,中到大雨/中到大雨,南风5-6级/南风5-6级
2012-07-23,27,23,阵雨/阵雨,南风4-5级/南风4-5级
2012-07-24,29,22,阵雨/阵雨,南风4-5级/南风4-5级
2012-07-25,28,23,阵雨/多云,南风4-5级/南风4-5级
2012-07-26,28,23,多云/阵雨,南风4-5级/南风4-5级
2012-07-27,28,23,多云/多云,南风4-5级/南风4-5级
2012-07-28,28,22,多云/大到暴雨,南风5-6级/南风5-6级
2012-07-29,28,23,中到大雨/多云,西南风5-6级/西南风3-4级
2012-07-30,29,23,多云/晴,东北风4-5级/东风4-5级
2012-07-31,28,22,阵雨/雷阵雨,东风4-5级/东风5-6级
2012-06-01,23,15,多云/阵雨,南风4-5级/南风4-5级
2012-06-02,21,16,多云/晴,南风4-5级/南风4-5级
2012-06-03,24,16,多云/雷阵雨,南风4-5级/南风4-5级
2012-06-04,24,16,多云/多云,南风4-5级/南风4-5级
2012-06-05,27,17,晴/晴,西南风4-5级/南风3-4级
2012-06-06,26,18,晴/多云,南风4-5级/南风4-5级
2012-06-07,23,17,阵雨/多云,南风4-5级/东南风4-5级
2012-06-08,24,18,多云/多云,南风4-5级/南风4-5级
2012-06-09,24,17,晴/多云,南风4-5级/南风4-5级
2012-06-10,21,17,雷阵雨/阵雨,东南风4-5级/南风4-5级
2012-06-11,25,17,多云/晴,南风4-5级/南风4-5级
2012-06-12,23,17,多云/阵雨,南风4-5级/东南风4-5级
2012-06-13,22,17,多云/雷阵雨,东南风4-5级/东南风5-6级
2012-06-14,21,17,中雨/雷阵雨,东南风5-6级/东南风5-6级
2012-06-15,23,18,阴/多云,东南风4-5级/西风4-5级
2012-06-16,25,17,雾/晴,西南风4-5级/西南风4-5级
2012-06-17,27,19,晴/晴,西南风5-6级/南风4-5级
2012-06-18,26,18,多云/多云,南风4-5级/东南风4-5级
2012-06-19,25,18,雾/多云,东南风4-5级/南风4-5级
2012-06-20,24,18,多云/多云,南风4-5级/东南风4-5级
2012-06-21,24,18,多云/阵雨,东南风4-5级/东南风4-5级
2012-06-22,24,19,阵雨/雷阵雨,东南风4-5级/东南风4-5级
2012-06-23,24,19,雷阵雨/多云,东南风4-5级/东南风4-5级
2012-06-24,24,19,晴/多云,东南风4-5级/东南风4-5级
2012-06-25,25,19,多云/多云,东南风4-5级/东南风4-5级
2012-06-26,25,19,多云/晴,东南风4-5级/东南风4-5级
2012-06-27,26,19,多云/晴,东南风4-5级/东南风4-5级
2012-06-28,24,18,多云/阵雨,东南风4-5级/东南风4-5级
2012-06-29,23,19,大到暴雨/雷阵雨,东南风4-5级/东南风4-5级
2012-06-30,26,19,多云/晴,西北风4-5级/西北风4-5级
2012-05-01,20,13,多云/晴,东北风4-5级/北风4-5级
2012-05-02,23,16,多云/晴,西北风4-5级/西北风4-5级
2012-05-03,26,15,晴/晴,西北风4-5级/北风4-5级
2012-05-04,25,16,晴/晴,西风4-5级/北风4-5级
2012-05-05,25,14,晴/晴,北风4-5级/北风4-5级
2012-05-06,25,15,晴/晴,西北风4-5级/东南风4-5级
2012-05-07,23,14,晴/阵雨,东南风4-5级/东南风4-5级
2012-05-08,22,14,晴/晴,东风4-5级/东北风4-5级
2012-05-09,25,16,晴/多云,北风4-5级/南风4-5级
2012-05-10,23,15,晴/晴,南风4-5级/东风4-5级
2012-05-11,20,11,多云/雾,东风4-5级/东南风4-5级
2012-05-12,17,11,阴/阵雨,东南风4-5级/南风4-5级
2012-05-13,18,12,多云/阵雨,南风4-5级/南风4-5级
2012-05-14,20,13,阵雨/晴,东南风4-5级/西风4-5级
2012-05-15,22,13,晴/晴,西风4-5级/西风4-5级
2012-05-16,23,15,阵雨/多云,西风4-5级/西北风5-6级
2012-05-17,24,14,晴/晴,西北风5-6级/西风4-5级
2012-05-18,24,14,晴/晴,南风4-5级/南风5-6级
2012-05-19,22,14,晴/晴,东南风4-5级/东南风4-5级
2012-05-20,21,13,晴/晴,东南风4-5级/南风4-5级
2012-05-21,24,16,晴/晴,南风4-5级/南风4-5级
2012-05-22,22,14,多云/多云,南风4-5级/西南风4-5级
2012-05-23,23,14,多云/多云,西南风4-5级/西南风4-5级
2012-05-24,24,16,晴/晴,西南风3-4级/西南风4-5级
2012-05-25,26,16,晴/晴,西南风4-5级/西南风4-5级
2012-05-26,25,16,多云/晴,西南风4-5级/西南风4-5级
2012-05-27,23,16,晴/晴,东风4-5级/南风4-5级
2012-05-28,24,16,晴/晴,东南风4-5级/东南风3-4级
2012-05-29,23,17,晴/阴,南风4-5级/南风4-5级
2012-05-30,22,16,阵雨/阴,东南风4-5级/西北风4-5级
2012-05-31,25,16,晴/晴,南风4-5级/南风4-5级
2012-04-01,7,1,晴/小雨,东南风4-5级/东南风5-6级
2012-04-02,5,0,中雨/阴,东南风6-7级/东北风6-7级
2012-04-03,8,3,多云/晴,北风6-7级/西风4-5级
2012-04-04,17,4,晴/晴,西南风4-5级/北风4-5级
2012-04-05,13,4,晴/晴,北风5-6级/北风5-6级
2012-04-06,12,5,晴/晴,北风5-6级/西南风4-5级
2012-04-07,15,6,晴/晴,西南风4-5级/南风5-6级
2012-04-08,13,7,晴/晴,北风5-6级/南风4-5级
2012-04-09,15,7,晴/阴,南风4-5级/南风5-6级
